"IfcGUID","Level","Room: Number","Assembly Code","Assembly Description","Family","Type"
"1ZLrA0bAH1pP82xepLiJ__","3ET","328","","","Meuble bas - 2 Portes","900mm x 450mm"
"1ZLrA0bAH1pP82xepLiK3Q","3ET","328","","","Armoire - 2 portes","1200 mm x 450 mm"
"1ZLrA0bAH1pP82xepLiK6t","3ET","328","","","Meuble bas - 2 Portes","900mm x 450mm"
"0pseAIXtjA5Bwy8d_BBdJK","3ET","332","E2010","Fixed Furnishings","Tableau","150 x 80"
"0pseAIXtjA5Bwy8d_BBd2D","3ET","332","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBd2A","3ET","332","","","Bureau d'angle","2000 x 1200 mm"
"0pseAIXtjA5Bwy8d_BBd3g","3ET","332","","","Meuble bas - 2 Portes","900mm x 450mm"
"0pseAIXtjA5Bwy8d_BBdEO","3ET","332","E2010","Fixed Furnishings","Tableau","248 x 124"
"0pseAIXtjA5Bwy8d_BBd8T","3ET","332","","","Armoire - 2 portes","1200 mm x 450 mm"
"0pseAIXtjA5Bwy8d_BBdrA","3ET","332","E2010","Fixed Furnishings","Tableau","150 x 80"
"0pseAIXtjA5Bwy8d_BBdm8","3ET","332","","","Armoire - 2 portes","1200 mm x 450 mm"
"0pseAIXtjA5Bwy8d_BBdmN","3ET","332","","","Bureau enseignant personnel","2100mm x 900mm"
"0pseAIXtjA5Bwy8d_BBdyg","3ET","332","","","Bureau enseignant personnel","2100mm x 900mm"
"3QH2hssRH9$Q482U2YgYiy","3ET","333","E2010","Fixed Furnishings","Meuble evier","100 x 60 cm"
"0pseAIXtjA5Bwy8d_BBbCN","3ET","333","","","Table - Ronde","Haute"
"0pseAIXtjA5Bwy8d_BBbES","3ET","333","","","Table - Ronde","Haute"
"0pseAIXtjA5Bwy8d_BBbF0","3ET","333","","","Table de réunion","8 personnes"
"2MdVwm5tHB8O2AnKvxStAZ","3ET","334","","","Miroir","400 x 90"
"2MdVwm5tHB8O2AnKvxSt9u","3ET","334","","","Sèche main","Fixé au mur"
"1VD24ZVnr4C8bUDSqzL2D5","3ET","335","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"1VD24ZVnr4C8bUDSqzL2D4","3ET","335","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"1VD24ZVnr4C8bUDSqzL2D7","3ET","335","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"1VD24ZVnr4C8bUDSqzL2FS","3ET","335","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"1VD24ZVnr4C8bUDSqzL2FV","3ET","335","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"1VD24ZVnr4C8bUDSqzL2FU","3ET","335","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxSt5_","3ET","335","","","Miroir","400 x 90"
"2MdVwm5tHB8O2AnKvxSt9P","3ET","335","","","Sèche main","Fixé au mur"
"26JZu79QnAxQovoEhys5hM","3ET","north-corridor","","","Photocopieur","Au sol"
"3MbHwZuR50ffDSWGFtIdsz","3ET","waiting-area","","","Table basse","Plastique - Carrée"
"3MbHwZuR50ffDSWGFtIds_","3ET","waiting-area","","","Chaise basse","Plastique - Noir"
"3MbHwZuR50ffDSWGFtIds$","3ET","waiting-area","","","Chaise basse","Plastique - Noir"
"3MbHwZuR50ffDSWGFtIdsm","3ET","waiting-area","","","Chaise basse","Plastique - Noir"
"3MbHwZuR50ffDSWGFtIdrb","3ET","waiting-area","","","Chaise basse","Plastique - Noir"
"3MbHwZuR50ffDSWGFtIcPA","3ET","waiting-area","","","Casier 4x3","Casier 4x3"
"26JZu79QnAxQovoEhys4of","3ET","waiting-area","","","Armoire - 2 portes","1200 mm x 450 mm"
"06QU6VoTb6LOxL61vfJyGP","4ET","","","","Etagère sur pieds","1000mm x 400mm"
"2MdVwm5tHB8O2AnKvxSt7r","4ET","401F","","","Miroir","400 x 90"
"2MdVwm5tHB8O2AnKvxSvWz","4ET","401F","","","Sèche main","Fixé au mur"
"3QH2hssRH9$Q482U2YgjhI","4ET","401H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgjhJ","4ET","401H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgjhC","4ET","401H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxSt3s","4ET","401H","","","Miroir","400 x 90"
"2MdVwm5tHB8O2AnKvxSvZ7","4ET","401H","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxSvcu","4ET","403","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSvao","4ET","403","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSvaA","4ET","403","","","Armoire - 2 portes","1200 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSvhH","4ET","403","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSvh7","4ET","403","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSvk4","4ET","403","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSvjm","4ET","404","","","Armoire - 2 portes","1320 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSvIL","4ET","404","","","Armoire - 2 portes","1320 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSvGk","4ET","404","","","Armoire - 2 portes","1320 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSvH9","4ET","404","","","Armoire - 2 portes","1320 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSvNl","4ET","404","","","Table simple","Table simple - 2 chaises"
"2MdVwm5tHB8O2AnKvxSvQN","4ET","404","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSvOn","4ET","404","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSvS5","4ET","404","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSvT2","4ET","404","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSv2q","4ET","404","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSv1x","4ET","404","E2010","Fixed Furnishings","Tableau","150 x 80"
"0QC_c1w8j6nf9rGBcNjZMG","4ET","405","","","Bureau simple","Standard"
"0QC_c1w8j6nf9rGBcNjZMH","4ET","405","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0QC_c1w8j6nf9rGBcNjZKE","4ET","405","","","Bureau simple","Standard"
"0QC_c1w8j6nf9rGBcNjZKF","4ET","405","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0QC_c1w8j6nf9rGBcNjZI_","4ET","405","","","Bureau simple","Standard"
"0QC_c1w8j6nf9rGBcNjZI$","4ET","405","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"0QC_c1w8j6nf9rGBcNjZVw","4ET","405","","","Bureau simple","Standard"
"0QC_c1w8j6nf9rGBcNjZVx","4ET","405","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"2MdVwm5tHB8O2AnKvxSuhb","4ET","406","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSukH","4ET","406","","","Armoire - 2 portes","1200 mm x 450 mm"
"2MdVwm5tHB8O2AnKvxSuiz","4ET","406","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSuiF","4ET","406","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSuHp","4ET","406","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSuQR","4ET","407","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSuO2","4ET","407","","","Meuble bas - 2 Portes","900mm x 450mm"
"2MdVwm5tHB8O2AnKvxSuU4","4ET","407","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSuSg","4ET","408","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSuTy","4ET","408","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSu0I","4ET","408","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSu7m","4ET","409","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSu4o","4ET","409","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSuAq","4ET","409","","","Meuble bas - 2 Portes","900mm x 450mm"
"2MdVwm5tHB8O2AnKvxSuAi","4ET","409","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSu9K","4ET","411","E2010","Fixed Furnishings","Tableau","150 x 80"
"2MdVwm5tHB8O2AnKvxSuDh","4ET","411","","","Bureau d'angle","2000 x 1200 mm"
"2MdVwm5tHB8O2AnKvxSuD5","4ET","411","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSxpW","4ET","411","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSxsy","4ET","411","","","Table ronde","Sans chaise"
"2MdVwm5tHB8O2AnKvxSxt6","4ET","412","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSxrD","4ET","412","","","Table simple","Table simple - 1 chaise"
"2MdVwm5tHB8O2AnKvxSxxt","4ET","412","","","Armoire - 2 portes","1200 mm x 450 mm"
"2UZ4kFrav4pOzh5A4sQ72x","4ET","412","","","Armoire - 2 portes","1200 mm x 450 mm"
"2UZ4kFrav4pOzh5A4sQ77E","4ET","412","","","Bureau d'angle","2000 x 1200 mm"
"0WvMP6WrbFdvk$X_XvKeAB","4ET","414","","","Armoire - 2 portes","1200 mm x 450 mm"
"0WvMP6WrbFdvk$X_XvKe87","4ET","414","E2010","Fixed Furnishings","Tableau","248 x 124"
"0WvMP6WrbFdvk$X_XvKe5v","4ET","414","","","Table ronde - Réunion","Avec chaises"
"0WvMP6WrbFdvk$X_XvKe2B","4ET","414","","","Armoire - 2 portes","1200 mm x 450 mm"
"0WvMP6WrbFdvk$X_XvKe$u","4ET","414","","","Bureau d'angle","2000 x 1200 mm"
"1VMOlJ3knDeODu7af36LS_","4ET","416","","","Bureau d'angle","2000 x 1200 mm"
"1VMOlJ3knDeODu7af36LTW","4ET","416","","","Meuble bas - 2 Portes","900mm x 450mm"
"1VMOlJ3knDeODu7af36KHk","4ET","416","","","Table semi-ronde","2 personnes"
"1VMOlJ3knDeODu7af36K99","4ET","416","","","Table simple","Table simple"
"1VMOlJ3knDeODu7af36Nvj","4ET","416","","","Meuble bas - 2 Portes","900mm x 450mm"
"1VMOlJ3knDeODu7af36Nds","4ET","416","","","Meuble bas - 2 Portes","900mm x 450mm"
"1VMOlJ3knDeODu7af36Nba","4ET","418","E2010","Fixed Furnishings","Tableau","248 x 124"
"1VMOlJ3knDeODu7af36NYp","4ET","418","","","Table de réunion","10 personnes"
"1Qfe3f5n95yfrQ8nllTWEa","4ET","420A","","","Photocopieur","Au sol"
"1Qfe3f5n95yfrQ8nllTWBb","4ET","420A","","","Armoire - 2 portes","1200 mm x 450 mm"
"24s6_OIkT1dfne08twCVnM","4ET","420B","","","Bureau d'angle","2000 x 1200 mm"
"24s6_OIkT1dfne08twCVnN","4ET","420B","","","Bureau d'angle","2000 x 1200 mm"
"24s6_OIkT1dfne08twCVp3","4ET","420B","","","Meuble bas - 2 Portes","900mm x 450mm"
"24s6_OIkT1dfne08twCVqF","4ET","420B","","","Meuble bas - 2 Portes","900mm x 450mm"
"24s6_OIkT1dfne08twCVqj","4ET","420B","","","Meuble bas - 2 Portes","900mm x 450mm"
"24s6_OIkT1dfne08twCVti","4ET","420B","","","Meuble bas - 2 Portes","900mm x 450mm"
"24s6_OIkT1dfne08twCU8y","4ET","420B","","","Armoire - 2 portes","1200 mm x 450 mm"
"24s6_OIkT1dfne08twCUDK","4ET","420B","E2010","Fixed Furnishings","Tableau","150 x 80"
"1Qfe3f5n95yfrQ8nllTW8Z","4ET","421","E2010","Fixed Furnishings","Tableau","150 x 80"
"1Qfe3f5n95yfrQ8nllTWzq","4ET","421","","","Bureau d'angle","2000 x 1200 mm"
"1Qfe3f5n95yfrQ8nllTWx6","4ET","421","","","Bureau d'angle","2000 x 1200 mm"
"1Qfe3f5n95yfrQ8nllTWu8","4ET","421","","","Bureau d'angle","2000 x 1200 mm"
"1Qfe3f5n95yfrQ8nllTWu9","4ET","421","","","Bureau d'angle","2000 x 1200 mm"
"1Qfe3f5n95yfrQ8nllTWsz","4ET","421","E2010","Fixed Furnishings","Tableau","150 x 80"
"1Qfe3f5n95yfrQ8nllTWon","4ET","421","","","Armoire - 2 portes","1200 mm x 450 mm"
"1Qfe3f5n95yfrQ8nllTWkV","4ET","421","","","Armoire - 2 portes","1200 mm x 450 mm"
"1Qfe3f5n95yfrQ8nllTWjO","4ET","421","","","Armoire - 2 portes","1200 mm x 450 mm"
"1Qfe3f5n95yfrQ8nllTWjK","4ET","422","E2010","Fixed Furnishings","Tableau","248 x 124"
"0$UhhYe51AS8FxnAP8hLJH","4ET","422","E2010","Fixed Furnishings","Tableau","150 x 80"
"0$UhhYe51AS8FxnAP8hLKg","4ET","422","","","Table de réunion","10 personnes"
"24s6_OIkT1dfne08twCVZk","4ET","423","","","Meuble bas - 2 Portes","900mm x 450mm"
"24s6_OIkT1dfne08twCVc7","4ET","423","","","Armoire - 2 portes","1200 mm x 450 mm"
"24s6_OIkT1dfne08twCVxJ","4ET","423","","","Bureau d'angle","2000 x 1200 mm"
"24s6_OIkT1dfne08twCVwk","4ET","423","","","Bureau d'angle","2000 x 1200 mm"
"24s6_OIkT1dfne08twCVwu","4ET","423","","","Armoire - 2 portes","1200 mm x 450 mm"
"0$UhhYe51AS8FxnAP8hAWu","4ET","424","","","Bureau d'angle","2000 x 1200 mm"
"0$UhhYe51AS8FxnAP8hAW7","4ET","424","","","Bureau d'angle","2000 x 1200 mm"
"0$UhhYe51AS8FxnAP8hAcO","4ET","424","","","Meuble bas - 2 Portes","900mm x 450mm"
"0$UhhYe51AS8FxnAP8hAgE","4ET","424","E2010","Fixed Furnishings","Tableau","150 x 80"
"0$UhhYe51AS8FxnAP8hAig","4ET","424","E2010","Fixed Furnishings","Tableau","150 x 80"
"24s6_OIkT1dfne08twCVa$","4ET","425","","","Table simple","Table simple - 1 chaise"
"24s6_OIkT1dfne08twCVau","4ET","425","","","Table simple","Table simple - 1 chaise"
"24s6_OIkT1dfne08twCVav","4ET","425","","","Table simple","Table simple"
"24s6_OIkT1dfne08twCVaw","4ET","425","","","Meuble bas - 2 Portes","900mm x 450mm"
"0$UhhYe51AS8FxnAP8hAjy","4ET","426","E2010","Fixed Furnishings","Tableau","150 x 80"
"0$UhhYe51AS8FxnAP8hAnc","4ET","426","","","Bureau d'angle","2000 x 1200 mm"
"0$UhhYe51AS8FxnAP8hAr4","4ET","426","E2010","Fixed Furnishings","Tableau","150 x 80"
"06QU6VoTb6LOxL61vfJ$qK","4ET","428","","","Table simple","Table simple - 2 chaises"
"06QU6VoTb6LOxL61vfJ$rq","4ET","428","","","Table simple","Table simple - 1 chaise"
"06QU6VoTb6LOxL61vfJ$mU","4ET","428","E2010","Fixed Furnishings","Tableau","150 x 80"
"24s6_OIkT1dfne08twCVUY","4ET","429","E2010","Fixed Furnishings","Tableau","150 x 80"
"24s6_OIkT1dfne08twCVI_","4ET","429","","","Bureau d'angle","2000 x 1200 mm"
"24s6_OIkT1dfne08twCVLs","4ET","429","","","Armoire - 2 portes","1200 mm x 450 mm"
"24s6_OIkT1dfne08twCVex","4ET","429","","","Armoire - 2 portes","1200 mm x 450 mm"
"06QU6VoTb6LOxL61vfJ_4T","4ET","430","","","Bureau simple","Standard"
"06QU6VoTb6LOxL61vfJ_4S","4ET","430","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"06QU6VoTb6LOxL61vfJ_67","4ET","430","","","Bureau simple","Standard"
"06QU6VoTb6LOxL61vfJ_66","4ET","430","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"06QU6VoTb6LOxL61vfJ_0T","4ET","430","","","Table simple","Table simple"
"06QU6VoTb6LOxL61vfJ_1$","4ET","430","E2010","Fixed Furnishings","Tableau","248 x 124"
"2MdVwm5tHB8O2AnKvxSqDP","4ET","431","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxStzk","4ET","431","","","Miroir","400 x 1500"
"3QH2hssRH9$Q482U2YgZ7K","4ET","431H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgZ7L","4ET","431H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgZ7M","4ET","431H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"2MdVwm5tHB8O2AnKvxStVs","4ET","431H","","","Sèche main","Fixé au mur"
"2MdVwm5tHB8O2AnKvxStSu","4ET","431H","","","Miroir","400 x 1500"
"06QU6VoTb6LOxL61vfJ_2s","4ET","432","E2010","Fixed Furnishings","Tableau","125 x 200"
"06QU6VoTb6LOxL61vfJ_sH","4ET","432","","","Table simple","Table simple"
"06QU6VoTb6LOxL61vfJ_t$","4ET","432","E2010","Fixed Furnishings","Tableau","248 x 124"
"06QU6VoTb6LOxL61vfJ_nZ","4ET","432","","","Bureau simple","Standard"
"06QU6VoTb6LOxL61vfJ_nY","4ET","432","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"06QU6VoTb6LOxL61vfJ_jK","4ET","432","","","Bureau simple","Standard"
"06QU6VoTb6LOxL61vfJ_jN","4ET","432","E2020200","Furniture & Accessories","Chaise à roulette","Simple"
"06QU6VoTb6LOxL61vfJ_lq","4ET","432","","","Table simple","Table simple - Longue"
"06QU6VoTb6LOxL61vfJ$nn","4ET","434","","","Armoire - 2 portes","1320 mm x 450 mm"
"06QU6VoTb6LOxL61vfJ$k9","4ET","434","","","Armoire - 2 portes","1320 mm x 450 mm"
"06QU6VoTb6LOxL61vfJ$kr","4ET","434","","","Armoire - 2 portes","1320 mm x 450 mm"
"06QU6VoTb6LOxL61vfJ$YI","4ET","434","","","Etagère au sol","1850mm x 1850mm x 390mm"
"06QU6VoTb6LOxL61vfJ_cU","4ET","south-corridor","","","Canapé-Fauteuil","1 place - Rouge"
"06QU6VoTb6LOxL61vfJ$z_","4ET","south-corridor","","","Canapé-Fauteuil","1 place - Rouge"
"06QU6VoTb6LOxL61vfJ$$M","4ET","south-corridor","","","Table simple","Table simple - 2 chaises"
"06QU6VoTb6LOxL61vfJ$xC","4ET","south-corridor","","","Table simple","Table simple - 2 chaises"
"24s6_OIkT1dfne08twCVRh","4ET","south-corridor","E2010","Fixed Furnishings","Meuble evier","100 x 60 cm"
"1VMOlJ3knDeODu7af36UJX","4ET","waiting-area","","","Table basse","Plastique - Carrée"
"1VMOlJ3knDeODu7af36Um3","4ET","waiting-area","","","Canapé-Fauteuil","1 place - Vert/bleu"
"1VMOlJ3knDeODu7af36U$K","4ET","waiting-area","","","Canapé-Fauteuil","1 place - Vert/bleu"
"1VMOlJ3knDeODu7af36Uw6","4ET","waiting-area","","","Canapé-Fauteuil","1 place - Vert/bleu"
"1VMOlJ3knDeODu7af36UuR","4ET","waiting-area","","","Canapé-Fauteuil","1 place - Vert/bleu"
"1VMOlJ3knDeODu7af36UvI","4ET","waiting-area","","","Canapé-Fauteuil","1 place - Vert/bleu"
"0QC_c1w8j6nf9rGBcNjZzn","4ET","waiting-area","","","Casier 4x3","Casier 4x3"
"0QC_c1w8j6nf9rGBcNjZ6L","4ET","waiting-area","","","Armoire - 2 portes","1320 mm x 450 mm"
"3QH2hssRH9$Q482U2YgkLb","5ET","501H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgkLc","5ET","501H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgkLd","5ET","501H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgkGu","5ET","501H","E2010","Fixed Furnishings","Séparateur urinoir","Standard"
"3QH2hssRH9$Q482U2YgkGv","5ET","501H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"3QH2hssRH9$Q482U2YgkGw","5ET","501H","C1020410","Door Hardware","Doors_Accessories_Colcom_Hydraulic-Hinge-Biloba-8011SF","Glass Thickness 8.0 mm"
"0a_hlvWo11kemlZznb3sT9","5ET","502","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3sdH","5ET","502","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3sdl","5ET","502","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3sZb","5ET","502","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3sZx","5ET","502","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3sWT","5ET","502","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3sXi","5ET","502","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3sgW","5ET","502","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3seV","5ET","503","E2010","Fixed Furnishings","Tableau","248 x 124"
"0a_hlvWo11kemlZznb3sfC","5ET","503","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3sr6","5ET","503","","","Meuble bas - 2 Portes","900mm x 450mm"
"0a_hlvWo11kemlZznb3smc","5ET","503","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3snw","5ET","503","","","Meuble bas - 2 Portes","900mm x 450mm"
"0a_hlvWo11kemlZznb3swT","5ET","503","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3sup","5ET","503","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3t6F","5ET","504","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3t2g","5ET","504","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3t1A","5ET","504","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3tE4","5ET","504","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3tFk","5ET","504","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3tDQ","5ET","507","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3t94","5ET","507","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3tMX","5ET","507","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3tLC","5ET","507","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3tLW","5ET","507","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3tiv","5ET","508","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3thN","5ET","508","","","Photocopieur","Au sol"
"0a_hlvWo11kemlZznb3tel","5ET","508","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3tq$","5ET","508","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3trQ","5ET","508","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3tm8","5ET","508","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3tmR","5ET","508","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3t$c","5ET","510","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3tyJ","5ET","510","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3tyP","5ET","510","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3txZ","5ET","510","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3q7h","5ET","510","E2010","Fixed Furnishings","Tableau","248 x 124"
"0a_hlvWo11kemlZznb3q0i","5ET","511","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3q1w","5ET","511","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3qC4","5ET","511","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qCz","5ET","511","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qAB","5ET","511","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3qMs","5ET","511","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3qLy","5ET","514","","","Table de réunion","10 personnes"
"0a_hlvWo11kemlZznb3qJ0","5ET","514","E2010","Fixed Furnishings","Tableau","400 x 124"
"0a_hlvWo11kemlZznb3qUZ","5ET","516","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3qS$","5ET","516","","","Meuble bas - 2 Portes","900mm x 450mm"
"0a_hlvWo11kemlZznb3qbl","5ET","516","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3qZZ","5ET","516","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3gNc","5ET","520","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3gKJ","5ET","520","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3gKt","5ET","520","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3gJm","5ET","520","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3gHa","5ET","520","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3gVU","5ET","520","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3g7w","5ET","521","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3g4w","5ET","521","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3mxo","5ET","522","","","Table de réunion","10 personnes"
"0a_hlvWo11kemlZznb3n68","5ET","522","E2010","Fixed Furnishings","Tableau","150 x 80"
"0a_hlvWo11kemlZznb3n1g","5ET","522","","","Table simple","Table simple"
"0a_hlvWo11kemlZznb3g2V","5ET","523","","","Bureau d'angle","2000 x 1200 mm"
"0a_hlvWo11kemlZznb3g2j","5ET","523","","","Armoire - 2 portes","1200 mm x 450 mm"
"0a_hlvWo11kemlZznb3g10","5ET","523","","","Armoire - 2 portes","1200 mm x 450 mm"
